patch_id,bug_id,project,bug_number,ground_truth_label,original_label,original_dataset_location,normalized_patch_location,duplicate_group_id,APR_tool,included_primary,included_sensitivity,correction_status,exclusion_reason,label_sensitivity,exclusion_reason_sensitivity,trigger_tests_available,buggy_checkout_available,fixed_checkout_available,patch_applies,patch_compiles,original_tests_pass
Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-25-AVATAR-plausible,Chart-25,Chart,25,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Chart/patch1-Chart-25-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-25-AVATAR-plausible.diff,DUP0015,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-26-AVATAR-plausible,Chart-26,Chart,26,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Chart/patch1-Chart-26-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-26-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-5-AVATAR-plausible,Chart-5,Chart,5,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Chart/patch1-Chart-5-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-5-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-7-AVATAR-plausible,Chart-7,Chart,7,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Chart/patch1-Chart-7-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Chart__patch1-Chart-7-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-108-AVATAR-plausible,Closure-108,Closure,108,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-108-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-108-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-12-AVATAR-plausible,Closure-12,Closure,12,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-12-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-12-AVATAR-plausible.diff,DUP0024,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-126-AVATAR-plausible,Closure-126,Closure,126,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-126-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-126-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-21-AVATAR-plausible,Closure-21,Closure,21,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-21-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-21-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-22-AVATAR-plausible,Closure-22,Closure,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-22-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-22-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-45-AVATAR-plausible,Closure-45,Closure,45,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-45-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-45-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-48-AVATAR-plausible,Closure-48,Closure,48,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-48-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-48-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-66-AVATAR-plausible,Closure-66,Closure,66,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Closure/patch1-Closure-66-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Closure__patch1-Closure-66-AVATAR-plausible.diff,DUP0033,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-13-AVATAR-plausible,Lang-13,Lang,13,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-13-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-13-AVATAR-plausible.diff,DUP0036,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-20-AVATAR-plausible,Lang-20,Lang,20,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-20-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-20-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-22-AVATAR-plausible,Lang-22,Lang,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-22-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-22-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-27-AVATAR-plausible,Lang-27,Lang,27,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-27-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-27-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-39-AVATAR-plausible,Lang-39,Lang,39,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-39-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-39-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-51-AVATAR-plausible,Lang-51,Lang,51,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-51-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-51-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-58-AVATAR-plausible,Lang-58,Lang,58,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-58-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-58-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-59-AVATAR-plausible,Lang-59,Lang,59,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-59-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-59-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-63-AVATAR-plausible,Lang-63,Lang,63,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Lang/patch1-Lang-63-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Lang__patch1-Lang-63-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-104-AVATAR-plausible,Math-104,Math,104,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-104-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-104-AVATAR-plausible.diff,DUP0048,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-2-AVATAR-plausible,Math-2,Math,2,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-2-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-2-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-49-AVATAR-plausible,Math-49,Math,49,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-49-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-49-AVATAR-plausible.diff,DUP0055,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-50-AVATAR-plausible,Math-50,Math,50,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-50-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-50-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-57-AVATAR-plausible,Math-57,Math,57,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-57-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-57-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-6-AVATAR-plausible,Math-6,Math,6,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-6-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-6-AVATAR-plausible.diff,DUP0064,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-62-AVATAR-plausible,Math-62,Math,62,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-62-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-62-AVATAR-plausible.diff,DUP0065,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-78-AVATAR-plausible,Math-78,Math,78,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-78-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-78-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-80-AVATAR-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-80-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-80-AVATAR-plausible.diff,DUP0072,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-81-AVATAR-plausible,Math-81,Math,81,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-81-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-81-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-82-AVATAR-plausible,Math-82,Math,82,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-82-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-82-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-84-AVATAR-plausible,Math-84,Math,84,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-84-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-84-AVATAR-plausible.diff,DUP0078,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-88-AVATAR-plausible,Math-88,Math,88,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-88-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-88-AVATAR-plausible.diff,DUP0081,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-95-AVATAR-plausible,Math-95,Math,95,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/AVATAR/Math/patch1-Math-95-AVATAR-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__AVATAR__Math__patch1-Math-95-AVATAR-plausible.diff,,AVATAR,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-1-Arja-plusible,Chart-1,Chart,1,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-1-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-1-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-13-Arja-plusible,Chart-13,Chart,13,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-13-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-13-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-14-Arja-plusible,Chart-14,Chart,14,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-14-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-14-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-15-Arja-plusible,Chart-15,Chart,15,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-15-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-15-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-19-Arja-plusible,Chart-19,Chart,19,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-19-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-19-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-25-Arja-plusible,Chart-25,Chart,25,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-25-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-25-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-3-Arja-plusible,Chart-3,Chart,3,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-3-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-3-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-5-Arja-plusible,Chart-5,Chart,5,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-5-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-5-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-7-Arja-plusible,Chart-7,Chart,7,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Chart/patch1-Chart-7-Arja-plusible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Chart__patch1-Chart-7-Arja-plusible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-1-Arja-plausible,Closure-1,Closure,1,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-1-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-1-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-10-Arja-plausible,Closure-10,Closure,10,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-10-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-10-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-112-Arja-plausible,Closure-112,Closure,112,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-112-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-112-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-114-Arja-plausible,Closure-114,Closure,114,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-114-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-114-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-116-Arja-plausible,Closure-116,Closure,116,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-116-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-116-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-117-Arja-plausible,Closure-117,Closure,117,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-117-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-117-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-119-Arja-plausible,Closure-119,Closure,119,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-119-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-119-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-120-Arja-plausible,Closure-120,Closure,120,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-120-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-120-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-121-Arja-plausible,Closure-121,Closure,121,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-121-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-121-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-124-Arja-plausible,Closure-124,Closure,124,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-124-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-124-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-125-Arja-plausible,Closure-125,Closure,125,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-125-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-125-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-129-Arja-plausible,Closure-129,Closure,129,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-129-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-129-Arja-plausible.diff,DUP0027,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-130-Arja-plausible,Closure-130,Closure,130,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-130-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-130-Arja-plausible.diff,DUP0028,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-133-Arja-plausible,Closure-133,Closure,133,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-133-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-133-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-21-Arja-plausible,Closure-21,Closure,21,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Arja/Closure/patch1-Closure-21-Arja-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Arja__Closure__patch1-Closure-21-Arja-plausible.diff,,Arja,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
